# GOAE-Leistungskatalog fuer den Abrechnungskalkulator
#
# Quelle: Gebührenordnung für Ärzte (GOÄ)
#   amtliche Fassung von "Gesetze im Internet"
#   https://www.gesetze-im-internet.de/go__1982/
#   Datei BJNR015220982.xml, abgerufen 2026-05-14
# Stand: Neugefasst durch Bek. v. 9.2.1996 I 210; zuletzt geändert durch Art. 3b G v. 19.7.2023 I Nr. 197
#
# Erzeugt mit werkzeuge/katalog_erzeugen.py - nicht von Hand aendern.
# Eigene Ziffern gehoeren in eine zusaetzliche Datei und werden mit
#   kalkulator.py katalog-import <datei.csv>
# eingespielt.
#
# Der Eurobetrag ergibt sich nach § 5 Abs. 1 GOAE aus
#   Punktzahl x 0,0582873 EUR x Steigerungsfaktor.
# Die Betragsspalte des amtlichen Verzeichnisses ist noch in DM gefuehrt und
# daher hier nicht enthalten.
#
# Spalten:
#   nummer        GOAE-Nummer
#   bezeichnung   Leistungslegende (Leerzeichen normiert, sonst unveraendert)
#   punktzahl     Punktzahl nach dem Gebuehrenverzeichnis
#   abschnitt     Abschnitt B bis P des Gebuehrenverzeichnisses
#   klasse        Steigerungsklasse nach § 5 GOAE:
#                   aerztlich  Abs. 2  - Regelsatz 2,3   Hoechstsatz 3,5
#                   technisch  Abs. 3  - Regelsatz 1,8   Hoechstsatz 2,5
#                              (Abschnitte A, E und O)
#                   labor      Abs. 4  - Regelsatz 1,15  Hoechstsatz 1,3
#                              (Abschnitt M und Nummer 437)
#   regelsatz     Schwellenwert; darueber ist eine Begruendung noetig (§ 12 GOAE)
#   hoechstsatz   Hoechstsatz der Steigerungsklasse
#   herkunft      eigen  = Punktzahl steht bei dieser Nummer
#                 gruppe = Punktzahl gilt im Verzeichnis fuer eine Gruppe von
#                          Nummern (verbundene Zelle) und wurde uebernommen
nummer;bezeichnung;punktzahl;abschnitt;klasse;regelsatz;hoechstsatz;herkunft
5306;Serienangiographie im Bereich des Beckens und beider Beine, eine Serie;2000;O;technisch;1.8;2.5;eigen
5307;Zweite Serie im Anschluß an die Leistung nach Nummer 5306;600;O;technisch;1.8;2.5;eigen
5308;Weitere Serien im Anschluß an die Leistungen nach den Nummern 5306 und 5307, insgesamt;800;O;technisch;1.8;2.5;eigen
5309;Serienangiographie einer Extremität, eine Serie;1800;O;technisch;1.8;2.5;eigen
5310;Weitere Serien im Anschluß an die Leistung nach Nummer 5309, insgesamt;600;O;technisch;1.8;2.5;eigen
5311;Serienangiographie einer weiteren Extremität im zeitlichen Zusammenhang mit der Leistung nach Nummer 5309, eine Serie;1000;O;technisch;1.8;2.5;eigen
5312;Weitere Serien im Anschluß an die Leistung nach Nummer 5311, insgesamt;600;O;technisch;1.8;2.5;eigen
5313;Angiographie der Becken- und Beingefäße in Großkassetten-Technik, je Sitzung;800;O;technisch;1.8;2.5;eigen
5315;Angiokardiographie einer Herzhälfte, eine Serie;2200;O;technisch;1.8;2.5;eigen
5316;Angiokardiographie beider Herzhälften, eine Serie;3000;O;technisch;1.8;2.5;eigen
5317;Zweite bis dritte Serie im Anschluß an die Leistungen nach Nummer 5315 oder 5316, je Serie;400;O;technisch;1.8;2.5;eigen
5318;Weitere Serien im Anschluß an die Leistung nach Nummer 5317, insgesamt;600;O;technisch;1.8;2.5;eigen
5324;Selektive Koronarangiographie eines Herzkranzgefäßes oder Bypasses mittels Cinetechnik, eine Serie;2400;O;technisch;1.8;2.5;eigen
5325;Selektive Koronarangiographie aller Herzkranzgefäße oder Bypasse mittels Cinetechnik, eine Serie;3000;O;technisch;1.8;2.5;eigen
5326;Selektive Koronarangiographie eines oder aller Herzkranzgefäße im Anschluß an die Leistungen nach Nummer 5324 oder 5325, zweite bis fünfte Serie, je Serie;400;O;technisch;1.8;2.5;eigen
5327;Zusätzliche Linksventrikulographie bei selektiver Koronarangiographie;1000;O;technisch;1.8;2.5;eigen
5328;Zuschlag zu den Leistungen nach den Nummern 5300 bis 5327 bei Anwendung der simultanen Zwei-Ebenen-Technik;1200;O;technisch;1.8;2.5;eigen
5329;Venographie im Bereich des Brust- und Bauchraums;1600;O;technisch;1.8;2.5;eigen
5330;Venographie einer Extremität;750;O;technisch;1.8;2.5;eigen
5331;Ergänzende Projektion(en) (insbesondere des zentralen Abflußgebiets) im Anschluß an die Leistung nach Nummer 5330, insgesamt;200;O;technisch;1.8;2.5;eigen
5335;Zuschlag zu den Leistungen nach den Nummern 5300 bis 5331 bei computergestützter Analyse und Abbildung;800;O;technisch;1.8;2.5;eigen
5338;Lymphographie, je Extremität;1000;O;technisch;1.8;2.5;eigen
5339;Ergänzende Projektion(en) im Anschluß an die Leistung nach Nummer 5338 - einschließlich Durchleuchtung(en) -, insgesamt;250;O;technisch;1.8;2.5;eigen
5345;Perkutane transluminale Dilatation und Rekanalisation von Arterien mit Ausnahme der Koronararterien - einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2800;O;technisch;1.8;2.5;eigen
5346;Zuschlag zu der Leistung nach Nummer 5345 bei Dilatation und Rekanalisation von mehr als zwei Arterien, insgesamt;600;O;technisch;1.8;2.5;eigen
5348;Perkutane transluminale Dilatation und Rekanalisation von Koronararterien -einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff -;3800;O;technisch;1.8;2.5;eigen
5349;Zuschlag zu der Leistung nach Nummer 5348 bei Dilatation und Rekanalisation von mehr als einer Koronararterie, insgesamt;1000;O;technisch;1.8;2.5;eigen
5351;Lysebehandlung, als Einzelbehandlung oder ergänzend zu den Leistungen nach Nummer 2826, 5345 oder 5348 - bei einer Lysedauer von mehr als einer Stunde -;500;O;technisch;1.8;2.5;eigen
5352;Zuschlag zu der Leistung nach Nummer 5351 bei Lysebehandlung der hirnversorgenden Arterien;1000;O;technisch;1.8;2.5;eigen
5353;Perkutane transluminale Dilatation und Rekanalisation von Venen - einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2000;O;technisch;1.8;2.5;eigen
5354;Zuschlag zu der Leistung nach Nummer 5353 bei Dilatation und Rekanalisation von mehr als zwei Venen, insgesamt;200;O;technisch;1.8;2.5;eigen
5355;Einbringung von Gefäßstützen oder Anwendung alternativer Angioplastiemethoden (Atherektomie, Laser), zusätzlich zur perkutanen transluminalen Dilatation - einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2000;O;technisch;1.8;2.5;eigen
5356;Einbringung von Gefäßstützen oder Anwendung alternativer Angioplastiemethoden (Atherektomie, Laser), zusätzlich zur perkutanen transluminalen Dilatation einer Koronararterie - einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2500;O;technisch;1.8;2.5;eigen
5357;Embolisation einer oder mehrerer Arterie(n) mit Ausnahme der Arterien im Kopf-Halsbereich oder Spinalkanal - einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -, je Gefäßgebiet;3500;O;technisch;1.8;2.5;eigen
5358;Embolisation einer oder mehrerer Arterie(n) im Kopf-Halsbereich oder Spinalkanal - einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -, je Gefäßgebiet;4500;O;technisch;1.8;2.5;eigen
5359;Embolisation der Vena spermatica - einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2500;O;technisch;1.8;2.5;eigen
5360;Embolisation von Venen - einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2000;O;technisch;1.8;2.5;eigen
5361;Transhepatische Drainage und/oder Dilatation von Gallengängen - einschließlich Kontrastmitteleinbringung(en) und cholangiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -;2600;O;technisch;1.8;2.5;eigen
5369;Höchstwert für Leistungen nach den Nummern 5370 bis 5374;3000;O;technisch;1.8;2.5;eigen
5370;Computergesteuerte Tomographie im Kopfbereich -gegebenenfalls einschließlich des kranio-zervikalen Übergangs -;2000;O;technisch;1.8;2.5;eigen
5371;Computergesteuerte Tomographie im Hals-und/oder Thoraxbereich;2300;O;technisch;1.8;2.5;eigen
5372;Computergesteuerte Tomographie im Abdominalbereich;2600;O;technisch;1.8;2.5;eigen
5373;Computergesteuerte Tomographie des Skeletts (Wirbelsäule, Extremitäten oder Gelenke bzw. Gelenkpaare);1900;O;technisch;1.8;2.5;eigen
5374;Computergesteuerte Tomographie der Zwischenwirbelräume im Bereich der Hals-, Brust-und/oder Lendenwirbelsäule - gegebenenfalls einschließlich der Übergangsregionen -;1900;O;technisch;1.8;2.5;eigen
5375;Computergesteuerte Tomographie der Aorta in ihrer gesamten Länge;2000;O;technisch;1.8;2.5;eigen
5376;Ergänzende computergesteuerte Tomographie(n) mit mindestens einer zusätzlichen Serie (z.B. bei Einsatz von Xenon, bei Einsatz der High-Resolution-Technik, bei zusätzlichen Kontrastmittelgaben) - zusätzlich zu den Leistungen nach den Nummern 5370 bis 5375 -;500;O;technisch;1.8;2.5;eigen
5377;Zuschlag für computergesteuerte Analyse -einschließlich speziell nachfolgender 3D-Rekonstruktion -;800;O;technisch;1.8;2.5;eigen
5378;Computergesteuerte Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen;1000;O;technisch;1.8;2.5;eigen
5380;Bestimmung des Mineralgehalts (Osteodensitometrie) von repräsentativen (auch mehreren) Skeletteilen mit quantitativer Computertomographie oder quantitativer digitaler Röntgentechnik;300;O;technisch;1.8;2.5;eigen
5400;Szintigraphische Untersuchung (Schilddrüse) -gegebenenfalls einschließlich Darstellung dystoper Anteile -;350;O;technisch;1.8;2.5;eigen
5401;Szintigraphische Untersuchung (Schilddrüse) - einschließlich quantitativer Untersuchung -, mit Bestimmung der globalen, gegebenenfalls auch der regionalen Radionuklidaufnahme in der Schilddrüse mit Gammakamera und Meßwertverarbeitungssystem als Jodidclearance-Äquivalent - einschließlich individueller Kalibrierung und Qualitätskontrollen (z.B. Bestimmung der injizierten Aktivität) -;1300;O;technisch;1.8;2.5;eigen
5402;Radiojodkurztest bis zu 24 Stunden (Schilddrüse) - gegebenenfalls einschließlich Blutaktivitätsbestimmungen und/oder szintigraphischer Untersuchung(en) -;1000;O;technisch;1.8;2.5;eigen
5403;Radiojodtest (Schilddrüse) vor Radiojodtherapie mit (hoch)131J mit mindestens drei zeitlichen Meßpunkten, davon zwei später als 24 Stunden nach Verabreichung - gegebenenfalls einschließlich Blutaktivitätsbestimmungen -;1200;O;technisch;1.8;2.5;eigen
5410;Szintigraphische Untersuchung des Gehirns;1200;O;technisch;1.8;2.5;eigen
5411;Szintigraphische Untersuchung des Liquorraums;900;O;technisch;1.8;2.5;eigen
5415;Szintigraphische Untersuchung der Lungenperfusion - mindestens vier Sichten/Projektionen -, insgesamt;1300;O;technisch;1.8;2.5;eigen
5416;Szintigraphische Untersuchung der Lungenbelüftung mit Inhalation radioaktiver Gase, Aerosole oder Stäube;1300;O;technisch;1.8;2.5;eigen
5420;Radionuklidventrikulographie mit quantitativer Bestimmung von mindestens Auswurffraktion und regionaler Wandbewegung in Ruhe - gegebenenfalls einschließlich EKG im zeitlichen Zusammenhang mit der Untersuchung -;1200;O;technisch;1.8;2.5;eigen
5421;Radionuklidventrikulographie als kombinierte quantitative Mehrfachbestimmung von mindestens Auswurffraktion und regionaler Wandbewegung in Ruhe und unter körperlicher oder pharmakologischer Stimulation – gegebenenfalls einschließlich EKG im zeitlichen Zusammenhang mit der Untersuchung -;3800;O;technisch;1.8;2.5;eigen
5422;Szintigraphische Untersuchung des Myokards mit myokardaffinen Tracern in Ruhe - gegebenenfalls einschließlich EKG im zeitlichen Zusammenhang mit der Untersuchung -;1000;O;technisch;1.8;2.5;eigen
5423;Szintigraphische Untersuchung des Myokards mit myokardaffinen Tracern unter körperlicher oder pharmakologischer Stimulation - gegebenenfalls einschließlich EKG im zeitlichen Zusammenhang mit der Untersuchung -;2000;O;technisch;1.8;2.5;eigen
5424;Szintigraphische Untersuchung des Myokards mit myokardaffinen Tracern in Ruhe und unter körperlicher oder pharmakologischer Stimulation -gegebenenfalls einschließlich EKG im zeitlichen Zusammenhang mit der Untersuchung -;2800;O;technisch;1.8;2.5;eigen
5425;Ganzkörperskelettszintigraphie, Schädel und Körperstamm in zwei Sichten/Projektionen -einschließlich der proximalen Extremitäten, gegebenenfalls einschließlich der distalen Extremitäten -;2250;O;technisch;1.8;2.5;eigen
5426;Teilkörperskelettszintigraphie - gegebenenfalls einschließlich der kontralateralen Seite -;1260;O;technisch;1.8;2.5;eigen
5427;Zusätzliche szintigraphische Abbildung des regionalen Blutpools (Zwei-Phasenszintigraphie) - mindestens zwei Aufnahmen -;400;O;technisch;1.8;2.5;eigen
5428;Ganzkörperknochenmarkszintigraphie, Schädel und Körperstamm in zwei Sichten/Projektionen -einschließlich der proximalen Extremitäten, gegebenenfalls einschließlich der distalen Extremitäten -;2250;O;technisch;1.8;2.5;eigen
5430;eine Region;1200;O;technisch;1.8;2.5;eigen
5431;Ganzkörper (Stamm und/oder Extremitäten);2250;O;technisch;1.8;2.5;eigen
5440;Nierenfunktionsszintigraphie mit Bestimmung der quantitativen Ganzkörper-Clearance und der Einzelnieren-Clearance - gegebenenfalls einschließlich Blutaktivitätsbestimmungen und Vergleich mit Standards -;2800;O;technisch;1.8;2.5;eigen
5441;Perfusionsszintigraphie der Nieren -einschließlich semiquantitativer oder quantitativer Auswertung -;1600;O;technisch;1.8;2.5;eigen
5442;Statische Nierenszintigraphie;600;O;technisch;1.8;2.5;eigen
5443;Zusatzuntersuchung zu den Leistungen nach Nummer 5440 oder 5441 - mit Angabe der Indikation (z.B. zusätzliches Radionephrogramm als Einzel- oder Wiederholungsuntersuchung, Tiefenkorrektur durch Verwendung des geometrischen Mittels, Refluxprüfung, forcierte Diurese) -;700;O;technisch;1.8;2.5;eigen
5444;Quantitative Clearanceuntersuchungen der Nieren an Sondenmeßplätzen - gegebenenfalls einschließlich Registrierung mehrerer Kurven und Blutaktivitätsbestimmungen -;1000;O;technisch;1.8;2.5;eigen
5450;Szintigraphische Untersuchung von endokrin aktivem Gewebe - mit Ausnahme der Schilddrüse -;1000;O;technisch;1.8;2.5;eigen
5455;Szintigraphische Untersuchung im Bereich des Gastrointestinaltrakts (z.B. Speicheldrüsen, Ösophagus-Passage - gegebenenfalls einschließlich gastralem Reflux und Magenentleerung -, Gallenwege - gegebenenfalls einschließlich Gallenreflux -, Blutungsquellensuche, Nachweis eines Meckel'schen Divertikels);1300;O;technisch;1.8;2.5;eigen
5456;Szintigraphische Untersuchung von Leber und/oder Milz (z.B. mit Kolloiden, gallengängigen Substanzen, Erythrozyten), in mehreren Ebenen;1300;O;technisch;1.8;2.5;eigen
5460;Szintigraphische Untersuchung von großen Gefäßen und/oder deren Stromgebieten -gegebenenfalls einschließlich der kontralateralen Seite -;900;O;technisch;1.8;2.5;eigen
5461;Szintigraphische Untersuchung von Lymphabflußgebieten an Stamm und/oder Kopf und/oder Extremitäten - gegebenenfalls einschließlich der kontralateralen Seite -;2200;O;technisch;1.8;2.5;eigen
5462;Bestimmung von Lebenszeit und Kinetik zellulärer Blutbestandteile - einschließlich Blutaktivitätsbestimmungen -;2200;O;technisch;1.8;2.5;eigen
5463;Zuschlag zu der Leistung nach Nummer 5462, bei Bestimmung des Abbauorts;500;O;technisch;1.8;2.5;eigen
5465;eine Region;1260;O;technisch;1.8;2.5;eigen
5466;Ganzkörper;2250;O;technisch;1.8;2.5;eigen
5470;Nachweis und/oder quantitative Bestimmung von Resorption, Exkretion oder Verlust von körpereigenen Stoffen (durch Bilanzierung nach radioaktiver Markierung) und/oder von radioaktiv markierten Analoga, in Blut, Urin, Faeces oder Liquor - einschließlich notwendiger Radioaktivitätsmessungen über dem Verteilungsraum -;950;O;technisch;1.8;2.5;eigen
5472;Szintigraphische Untersuchungen (z.B. von Hoden, Tränenkanälen, Augen, Tuben) oder Funktionsmessungen (z.B. Ejektionsfraktion mit Meßsonde) ohne Gruppenzuordnung – auch nach Einbringung eines Radiopharmazeutikums in eine Körperhöhle -;950;O;technisch;1.8;2.5;eigen
5473;Funktionsszintigraphie - einschließlich Sequenzszintigraphie und Erstellung von Zeit-Radioaktivitätskurven aus ROI und quantifizierender Berechnung (z.B. von Transitzeiten, Impulsratenquotienten, Perfusionsindex, Auswurffraktion aus Erster-Radionuklid-Passage) -;900;O;technisch;1.8;2.5;eigen
5474;Nachweis inkorporierter unbekannter Radionuklide;1350;O;technisch;1.8;2.5;eigen
5475;Quantitative Bestimmung des Mineralgehalts im Skelett (Osteodensitometrie) in einzelnen oder mehreren repräsentativen Extremitäten- oder Stammskelettabschnitten mittels Dual-PhotonenAbsorptionstechnik;300;O;technisch;1.8;2.5;eigen
5480;Quantitative Bestimmung von Impulsen/ Impulsratendichte (Fläche, Pixel, Voxel) mittels Gammakamera mit Meßwertverarbeitung - mindestens zwei ROI -;750;O;technisch;1.8;2.5;eigen
5481;Sequenzszintigraphie - mindestens sechs Bilder in schneller Folge -;680;O;technisch;1.8;2.5;eigen
5483;Subtraktionsszintigraphie oder zusätzliche Organ- oder Blutpoolszintigraphie als anatomische Ortsmarkierung;680;O;technisch;1.8;2.5;eigen
5484;In-vitro-Markierung von Blutzellen (z.B. Erythrozyten, Leukozyten, Thrombozyten), - einschließlich erforderlicher In-vitro-Qualitätskontrollen -;1300;O;technisch;1.8;2.5;eigen
5485;Messung mit dem Ganzkörperzähler -gegebenenfalls einschließlich quantitativer Analysen von Gammaspektren -;980;O;technisch;1.8;2.5;eigen
5486;Single-Photonen-Emissions-Computertomographie (SPECT) mit Darstellung in drei Ebenen;1200;O;technisch;1.8;2.5;eigen
5487;Single-Photonen-Emissions-Computertomographie (SPECT) mit Darstellung in drei Ebenen und regionaler Quantifizierung;2000;O;technisch;1.8;2.5;eigen
5488;Positronen-Emissions-Tomographie (PET) - gegebenenfalls einschließlich Darstellung in mehreren Ebenen -;6000;O;technisch;1.8;2.5;eigen
5489;Positronen-Emissions-Tomographie (PET) mit quantifizierender Auswertung - gegebenenfalls einschließlich Darstellung in mehreren Ebenen -;7500;O;technisch;1.8;2.5;eigen
5600;Radiojodtherapie von Schilddrüsenerkrankungen;2480;O;technisch;1.8;2.5;eigen
5602;Radiophosphortherapie bei Erkrankungen der blutbildenden Organe;1350;O;technisch;1.8;2.5;eigen
5603;Behandlung von Knochenmetastasen mit knochenaffinen Radiopharmazeutika;1080;O;technisch;1.8;2.5;eigen
5604;Instillation von Radiopharmazeutika in Körperhöhlen, Gelenke oder Hohlorgane;2700;O;technisch;1.8;2.5;eigen
5605;Tumorbehandlung mit radioaktiv markierten, metabolisch aktiven oder rezeptorgerichteten Substanzen oder Antikörpern;2250;O;technisch;1.8;2.5;eigen
5606;Quantitative Bestimmung der Therapieradioaktivität zur Anwendung eines individuellen Dosiskonzepts -einschließlich Berechnungen auf Grund von Vormessungen -;900;O;technisch;1.8;2.5;eigen
5607;Posttherapeutische Bestimmung von Herddosen -einschließlich Berechnungen auf Grund von Messungen der Kinetik der Therapieradioaktivität -;1620;O;technisch;1.8;2.5;eigen
5700;Magnetresonanztomographie im Bereich des Kopfes - gegebenenfalls einschließlich des Halses -, in zwei Projektionen, davon mindestens eine Projektion unter Einschluß T2-gewichteter Aufnahmen;4400;O;technisch;1.8;2.5;eigen
5705;Magnetresonanztomographie im Bereich der Wirbelsäule, in zwei Projektionen;4200;O;technisch;1.8;2.5;eigen
5715;Magnetresonanztomographie im Bereich des Thorax - gegebenenfalls einschließlich des Halses -, der Thoraxorgane und/oder der Aorta in ihrer gesamten Länge;4300;O;technisch;1.8;2.5;eigen
5720;Magnetresonanztomographie im Bereich des Abdomens und/oder des Beckens;4400;O;technisch;1.8;2.5;eigen
5721;Magnetresonanztomographie der Mamma(e);4000;O;technisch;1.8;2.5;eigen
5729;Magnetresonanztomographie eines oder mehrerer Gelenke oder Abschnitte von Extremitäten;2400;O;technisch;1.8;2.5;eigen
5730;Magnetresonanztomographie einer oder mehrerer Extremität(en) mit Darstellung von mindestens zwei großen Gelenken einer Extremität;4000;O;technisch;1.8;2.5;eigen
5731;Ergänzende Serie(n) zu den Leistungen nach den Nummern 5700 bis 5730 (z.B. nach Kontrastmitteleinbringung, Darstellung von Arterien als MR-Angiographie);1000;O;technisch;1.8;2.5;eigen
5732;Zuschlag zu den Leistungen nach den Nummern 5700 bis 5730 für Positionswechsel und/oder Spulenwechsel;1000;O;technisch;1.8;2.5;eigen
5733;Zuschlag für computergesteuerte Analyse (z.B. Kinetik, 3D-Rekonstruktion);800;O;technisch;1.8;2.5;eigen
5735;Höchstwert für Leistungen nach den Nummern 5700 bis 5730;6000;O;technisch;1.8;2.5;eigen
5800;Erstellung eines Bestrahlungsplans für die Strahlenbehandlung nach den Nummern 5802 bis 5806, je Bestrahlungsserie;250;O;technisch;1.8;2.5;eigen
5802;Bestrahlung von bis zu zwei Bestrahlungsfeldern bzw. Zielvolumina, je Fraktion;200;O;technisch;1.8;2.5;eigen
5803;Zuschlag zu der Leistung nach Nummer 5802 bei Bestrahlung von mehr als zwei Bestrahlungsfeldern bzw. Zielvolumina, je Fraktion;100;O;technisch;1.8;2.5;eigen
5805;Strahlenbehandlung mit schnellen Elektronen, je Fraktion;1000;O;technisch;1.8;2.5;eigen
5806;Strahlenbehandlung der gesamten Haut mit schnellen Elektronen, je Fraktion;2000;O;technisch;1.8;2.5;eigen
5810;Erstellung eines Bestrahlungsplans für die Strahlenbehandlung nach den Nummern 5812 und 5813, je Bestrahlungsserie;200;O;technisch;1.8;2.5;eigen
5812;Orthovolt- (100 bis 400 kV Röntgenstrahlen) oder Hochvoltstrahlenbehandlung bei gutartiger Erkrankung, je Fraktion;190;O;technisch;1.8;2.5;eigen
5813;Hochvoltstrahlenbehandlung von gutartigen Hypophysentumoren oder der endokrinen Orbitopathie, je Fraktion;900;O;technisch;1.8;2.5;eigen
5831;Erstellung eines Bestrahlungsplans für die Strahlenbehandlung nach den Nummern 5834 bis 5837, je Bestrahlungsserie;1500;O;technisch;1.8;2.5;eigen
5832;Zuschlag zu der Leistung nach Nummer 5831 bei Anwendung eines Simulators und Anfertigung einer Körperquerschnittszeichnung oder Benutzung eines Körperquerschnitts anhand vorliegender Untersuchungen (z.B. Computertomogramm), je Bestrahlungsserie;500;O;technisch;1.8;2.5;eigen
5833;Zuschlag zu der Leistung nach Nummer 5831 bei individueller Berechnung der Dosisverteilung und Hilfe eines Prozeßrechners, je Bestrahlungsserie;2000;O;technisch;1.8;2.5;eigen
